,0,1,2,3,4,5,6
76385,.,.,o,o,o,o,o
76386,,,,,,,
76387,As,IN,B-PP,o,o,o,o
76388,of,IN,B-PP,o,o,o,o
76389,2006,CD,B-NP,B-YEAR,U-YEAR,o,o
76390,",",",",o,o,o,o,o
76391,certificates,NNS,B-NP,o,o,o,o
76392,of,IN,B-PP,o,o,o,o
76393,equivalence,NN,B-NP,o,o,o,o
76394,are,VBP,B-VP,o,o,o,o
76395,issued,VBN,I-VP,o,o,o,o
76396,by,IN,B-PP,o,o,o,o
76397,the,DT,B-NP,o,o,o,o
76398,university,NN,I-NP,o,o,o,o
76399,that,WDT,B-NP,o,o,o,o
76400,issued,VBD,B-VP,o,o,o,o
76401,the,DT,B-NP,o,o,o,o
76402,original,JJ,I-NP,o,o,o,o
76403,degree,NN,I-NP,o,o,o,o
76404,.,.,o,o,o,o,o
76405,,,,,,,
76406,Currently,RB,B-NP,o,o,o,o
76407,three,CD,I-NP,B-PERIOD,B-PERIOD,o,o
76408,to,TO,I-NP,I-PERIOD,I-PERIOD,o,o
76409,four,CD,I-NP,I-PERIOD,I-PERIOD,o,o
76410,years,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
76411,of,IN,B-PP,o,o,o,o
76412,study,NN,B-NP,o,o,o,o
76413,are,VBP,B-VP,o,o,o,o
76414,required,VBN,I-VP,o,o,o,o
76415,to,TO,I-VP,o,o,o,o
76416,be,VB,I-VP,o,o,o,o
76417,awarded,VBN,I-VP,o,o,o,o
76418,a,DT,B-NP,o,o,o,o
76419,bachelor's,NNS,I-NP,o,o,o,o
76420,degree,NN,I-NP,o,o,o,o
76421,.,.,o,o,o,o,o
76422,,,,,,,
76423,A,DT,B-NP,o,o,o,o
76424,master's,NNS,I-NP,o,o,o,o
76425,degree,NN,I-NP,o,o,o,o
76426,will,MD,B-VP,o,o,o,o
76427,require,VB,I-VP,o,o,o,o
76428,another,DT,B-NP,o,o,o,o
76429,two,CD,I-NP,B-PERIOD,B-PERIOD,o,o
76430,to,TO,I-NP,I-PERIOD,I-PERIOD,o,o
76431,three,CD,I-NP,I-PERIOD,I-PERIOD,o,o
76432,years,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
76433,of,IN,B-PP,o,o,o,o
76434,coursework,NN,B-NP,o,o,o,o
76435,and,CC,I-NP,o,o,o,o
76436,a,DT,B-NP,o,o,o,o
76437,thesis,NN,I-NP,o,o,o,o
76438,.,.,o,o,o,o,o
76439,,,,,,,
76440,[,(,o,o,o,o,o
76441,edit,VB,B-VP,o,o,o,o
76442,],),o,o,o,o,o
76443,North,NNP,B-NP,B-GPE,B-GPE,o,o
76444,America,NNP,I-NP,I-GPE,L-GPE,o,o
76445,,,,,,,
76446,[,(,o,o,o,o,o
76447,edit,VB,B-VP,o,o,o,o
76448,],),o,o,o,o,o
76449,Canada,NNP,B-NP,o,o,o,o
76450,Education,NNP,I-NP,o,o,o,o
76451,in,IN,B-PP,o,o,o,o
76452,Canada,NNP,B-NP,B-GPE,U-GPE,o,o
76453,is,VBZ,B-VP,o,o,o,o
76454,governed,VBN,I-VP,o,o,o,o
76455,independently,RB,B-ADVP,o,o,o,o
76456,by,IN,B-PP,o,o,o,o
76457,each,DT,B-NP,o,o,o,o
76458,province,NN,I-NP,o,o,o,o
76459,or,CC,I-NP,o,o,o,o
76460,territory,NN,I-NP,o,o,o,o
76461,",",",",o,o,o,o,o
76462,so,RB,B-ADVP,o,o,o,o
76463,there,EX,B-NP,o,o,o,o
76464,can,MD,B-VP,o,o,o,o
76465,be,VB,I-VP,o,o,o,o
76466,many,JJ,B-NP,o,o,o,o
76467,differences,NNS,I-NP,o,o,o,o
76468,between,IN,B-PP,o,o,o,o
76469,provinces,NNS,B-NP,o,o,o,o
76470,when,WRB,B-ADVP,o,o,o,o
76471,it,PRP,B-NP,o,o,o,o
76472,comes,VBZ,B-VP,o,o,o,o
76473,to,TO,B-PP,o,o,o,o
76474,granting,VBG,B-VP,o,o,o,o
76475,of,IN,B-PP,o,o,o,o
76476,degrees,NNS,B-NP,o,o,o,o
76477,.,.,o,o,o,o,o
76478,,,,,,,
76479,The,DT,B-NP,o,o,o,o
76480,western,JJ,I-NP,o,o,o,o
76481,provinces,NNS,I-NP,o,o,o,o
76482,tended,VBD,B-VP,o,o,o,o
76483,to,TO,I-VP,o,o,o,o
76484,follow,VB,I-VP,o,o,o,o
76485,American,JJ,B-NP,o,o,o,o
76486,models,NNS,I-NP,o,o,o,o
76487,",",",",o,o,o,o,o
76488,while,IN,B-SBAR,o,o,o,o
76489,the,DT,B-NP,o,o,o,o
76490,province,NN,I-NP,o,o,o,o
76491,of,IN,B-PP,o,o,o,o
76492,Ontario,NNP,B-NP,B-GPE,U-GPE,o,o
76493,tended,VBD,B-VP,o,o,o,o
76494,to,TO,I-VP,o,o,o,o
76495,be,VB,I-VP,o,o,o,o
76496,a,DT,B-NP,o,o,o,o
76497,leader,NN,I-NP,o,o,o,o
76498,in,IN,B-PP,o,o,o,o
76499,education,NN,B-NP,o,o,o,o
76500,",",",",o,o,o,o,o
76501,with,IN,B-PP,o,o,o,o
76502,many,JJ,B-NP,o,o,o,o
76503,other,JJ,I-NP,o,o,o,o
76504,provinces,NNS,I-NP,o,o,o,o
76505,adopting,VBG,B-VP,o,o,o,o
76506,its,PRP$,B-NP,o,o,o,o
76507,model,NN,I-NP,o,o,o,o
76508,.,.,o,o,o,o,o
76509,,,,,,,
76510,Bachelor's,JJ,B-NP,o,o,o,o
76511,degrees,NNS,I-NP,o,o,o,o
76512,may,MD,B-VP,o,o,o,o
76513,take,VB,I-VP,o,o,o,o
76514,either,DT,B-NP,o,o,o,o
76515,three,CD,I-NP,B-PERIOD,B-PERIOD,o,o
76516,or,CC,I-NP,I-PERIOD,I-PERIOD,o,o
76517,our,CD,I-NP,I-PERIOD,I-PERIOD,o,o
76518,years,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
76519,to,TO,B-VP,o,o,o,o
76520,complete,VB,I-VP,o,o,o,o
76521,;,:,o,o,o,o,o
76522,they,PRP,B-NP,o,o,o,o
76523,are,VBP,B-VP,o,o,o,o
76524,frequently,RB,I-VP,o,o,o,o
76525,awarded,VBN,I-VP,o,o,o,o
76526,by,IN,B-PP,o,o,o,o
76527,universities,NNS,B-NP,o,o,o,o
76528,.,.,o,o,o,o,o
76529,,,,,,,
76530,A,DT,B-NP,o,o,o,o
76531,Bachelor,NNP,I-NP,o,o,o,o
76532,with,IN,B-PP,o,o,o,o
76533,honours,NNS,B-NP,o,o,o,o
76534,degree,NN,I-NP,o,o,o,o
76535,can,MD,B-VP,o,o,o,o
76536,be,VB,I-VP,o,o,o,o
76537,completed,VBN,I-VP,o,o,o,o
76538,at,IN,B-PP,o,o,o,o
76539,universities,NNS,B-NP,o,o,o,o
76540,;,:,o,o,o,o,o
76541,it,PRP,B-NP,o,o,o,o
76542,requires,VBZ,B-VP,o,o,o,o
76543,a,DT,B-NP,o,o,o,o
76544,minimum,NN,I-NP,o,o,o,o
76545,of,IN,B-PP,o,o,o,o
76546,four,CD,B-NP,B-PERIOD,U-PERIOD,o,o
76547,years,NNS,I-NP,o,o,o,o
76548,but,CC,I-NP,o,o,o,o
76549,may,MD,B-VP,o,o,o,o
76550,also,RB,I-VP,o,o,o,o
76551,take,VB,I-VP,o,o,o,o
76552,longer,RB,B-ADVP,o,o,o,o
76553,;,:,o,o,o,o,o
76554,it,PRP,B-NP,o,o,o,o
76555,typically,RB,B-ADVP,o,o,o,o
76556,does,VBZ,B-VP,o,o,o,o
76557,not,RB,I-VP,o,o,o,o
76558,exceed,VB,I-VP,o,o,o,o
76559,five,CD,B-NP,B-PERIOD,B-PERIOD,o,o
76560,years,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
76561,.,.,o,o,o,o,o
76562,,,,,,,
76563,Going,VBG,B-VP,o,o,o,o
76564,back,RB,B-ADVP,o,o,o,o
76565,in,IN,B-PP,o,o,o,o
76566,history,NN,B-NP,o,o,o,o
76567,",",",",o,o,o,o,o
76568,a,DT,B-NP,o,o,o,o
76569,three-year,JJ,I-NP,o,o,o,o
76570,degree,NN,I-NP,o,o,o,o
76571,was,VBD,B-VP,o,o,o,o
76572,also,RB,I-VP,o,o,o,o
76573,called,VBN,I-VP,o,o,o,o
76574,a,DT,B-NP,o,o,o,o
76575,pass,NN,I-NP,o,o,o,o
76576,degree,NN,I-NP,o,o,o,o
76577,or,CC,I-NP,o,o,o,o
76578,general,JJ,B-NP,o,o,o,o
76579,degree,NN,I-NP,o,o,o,o
76580,",",",",o,o,o,o,o
76581,and,CC,I-NP,o,o,o,o
76582,a,DT,B-NP,o,o,o,o
76583,four-year,JJ,I-NP,o,o,o,o
76584,degree,NN,I-NP,o,o,o,o
76585,was,VBD,B-VP,o,o,o,o
76586,called,VBN,I-VP,o,o,o,o
76587,an,DT,B-NP,o,o,o,o
76588,honours,NNS,I-NP,o,o,o,o
76589,degree,NN,I-NP,o,o,o,o
76590,.,.,o,o,o,o,o
76591,,,,,,,
76592,In,IN,B-PP,o,o,o,o
76593,provinces,NNS,B-NP,o,o,o,o
76594,that,WDT,B-NP,o,o,o,o
76595,grant,VBP,B-VP,o,o,o,o
76596,three-year,JJ,B-NP,o,o,o,o
76597,bachelor's,NNS,I-NP,o,o,o,o
76598,degrees,NNS,I-NP,o,o,o,o
76599,",",",",o,o,o,o,o
76600,a,DT,B-NP,o,o,o,o
76601,student,NN,I-NP,o,o,o,o
76602,with,IN,B-PP,o,o,o,o
76603,sufficiently,RB,B-NP,o,o,o,o
76604,high,JJ,I-NP,o,o,o,o
76605,grades,NNS,I-NP,o,o,o,o
76606,and,CC,I-NP,o,o,o,o
76607,proven,VBN,B-NP,o,o,o,o
76608,abilities,NNS,I-NP,o,o,o,o
76609,may,MD,B-VP,o,o,o,o
76610,be,VB,I-VP,o,o,o,o
76611,admitted,VBN,I-VP,o,o,o,o
76612,to,TO,B-PP,o,o,o,o
76613,an,DT,B-NP,o,o,o,o
76614,additional,JJ,I-NP,o,o,o,o
76615,year,NN,I-NP,o,o,o,o
76616,of,IN,B-PP,o,o,o,o
76617,studies,NNS,B-NP,o,o,o,o
76618,to,TO,B-VP,o,o,o,o
76619,obtain,VB,I-VP,o,o,o,o
76620,a,DT,B-NP,o,o,o,o
76621,four-year,JJ,I-NP,o,o,o,o
76622,honours,NNS,I-NP,o,o,o,o
76623,degree,NN,I-NP,o,o,o,o
76624,.,.,o,o,o,o,o
76625,,,,,,,
76626,Unlike,IN,B-PP,o,o,o,o
76627,most,RBS,B-NP,o,o,o,o
76628,colleges,NNS,I-NP,o,o,o,o
76629,universities,NNS,I-NP,o,o,o,o
76630,typically,RB,B-ADVP,o,o,o,o
76631,offer,VBP,B-VP,o,o,o,o
76632,BA's,NNP,B-NP,o,o,o,o
76633,at,IN,B-PP,o,o,o,o
76634,faculties,NNS,B-NP,o,o,o,o
76635,with,IN,B-PP,o,o,o,o
76636,high,JJ,B-NP,o,o,o,o
76637,or,CC,I-NP,o,o,o,o
76638,very,RB,I-NP,o,o,o,o
76639,high,JJ,I-NP,o,o,o,o
76640,research,NN,I-NP,o,o,o,o
76641,activities,NNS,I-NP,o,o,o,o
76642,.,.,o,o,o,o,o
76643,,,,,,,
76644,Therefore,RB,B-ADVP,o,o,o,o
76645,",",",",o,o,o,o,o
76646,most,RBS,B-NP,o,o,o,o
76647,Canadian,JJ,I-NP,o,o,o,o
76648,universities,NNS,I-NP,o,o,o,o
76649,no,RB,B-ADVP,o,o,o,o
76650,longer,RB,I-ADVP,o,o,o,o
76651,offer,VBP,B-VP,o,o,o,o
76652,three-year,JJ,B-NP,o,o,o,o
76653,pass,NN,I-NP,o,o,o,o
76654,degrees,NNS,I-NP,o,o,o,o
76655,",",",",o,o,o,o,o
76656,and,CC,I-NP,o,o,o,o
76657,grant,NN,B-NP,o,o,o,o
76658,four-year,JJ,I-NP,o,o,o,o
76659,degrees,NNS,I-NP,o,o,o,o
76660,exclusively,RB,B-ADVP,o,o,o,o
76661,.,.,o,o,o,o,o
76662,,,,,,,
76663,As,IN,B-PP,o,o,o,o
76664,such,JJ,B-ADJP,o,o,o,o
76665,",",",",o,o,o,o,o
76666,the,DT,B-NP,o,o,o,o
76667,term,NN,I-NP,o,o,o,o
76668,"	",o,o,o,o,o,
76669,honours,NNS,B-NP,o,o,o,o
76670,degree,NN,I-NP,o,o,o,o
76671,"	",o,o,o,o,o,
76672,has,VBZ,B-VP,o,o,o,o
76673,fallen,VBN,I-VP,o,o,o,o
76674,somewhat,RB,B-ADVP,o,o,o,o
76675,into,IN,B-PP,o,o,o,o
76676,disuse,NN,B-NP,o,o,o,o
76677,in,IN,B-PP,o,o,o,o
76678,certain,JJ,B-NP,o,o,o,o
76679,parts,NNS,I-NP,o,o,o,o
76680,of,IN,B-PP,o,o,o,o
76681,the,DT,B-NP,o,o,o,o
76682,country,NN,I-NP,o,o,o,o
76683,.,.,o,o,o,o,o
76684,,,,,,,
76685,[,(,o,o,o,o,o
76686,citation,NN,B-NP,o,o,o,o
76687,needed,VBN,B-VP,o,o,o,o
76688,],),o,o,o,o,o
76689,In,IN,B-PP,o,o,o,o
76690,general,JJ,B-ADJP,o,o,o,o
76691,",",",",o,o,o,o,o
76692,obtaining,VBG,B-VP,o,o,o,o
76693,an,DT,B-NP,o,o,o,o
76694,honours,NNS,I-NP,o,o,o,o
76695,bachelor's,NNS,I-NP,o,o,o,o
76696,degree,NN,I-NP,o,o,o,o
76697,requires,VBZ,B-VP,o,o,o,o
76698,completion,NN,B-NP,o,o,o,o
76699,of,IN,B-PP,o,o,o,o
76700,a,DT,B-NP,o,o,o,o
76701,number,NN,I-NP,o,o,o,o
76702,of,IN,B-PP,o,o,o,o
76703,credits,NNS,B-NP,o,o,o,o
76704,",",",",o,o,o,o,o
76705,completion,NN,B-NP,o,o,o,o
76706,of,IN,B-PP,o,o,o,o
76707,one,CD,B-NP,o,o,o,o
76708,or,CC,I-NP,o,o,o,o
76709,more,JJR,I-NP,o,o,o,o
76710,majors,NNS,I-NP,o,o,o,o
76711,or,CC,I-NP,o,o,o,o
76712,a,DT,B-NP,o,o,o,o
76713,specialist,NN,I-NP,o,o,o,o
76714,program,NN,I-NP,o,o,o,o
76715,",",",",o,o,o,o,o
76716,and,CC,I-NP,o,o,o,o
76717,maintaining,VBG,B-VP,o,o,o,o
76718,a,DT,B-NP,o,o,o,o
76719,certain,JJ,I-NP,o,o,o,o
76720,grade,NN,I-NP,o,o,o,o
76721,point,NN,I-NP,o,o,o,o
76722,average,JJ,B-ADJP,o,o,o,o
76723,.,.,o,o,o,o,o
76724,,,,,,,
76725,The,DT,B-NP,o,o,o,o
76726,honours,NNS,I-NP,o,o,o,o
76727,bachelor's,NNS,I-NP,o,o,o,o
76728,degree,NN,I-NP,o,o,o,o
76729,should,MD,B-VP,o,o,o,o
76730,not,RB,I-VP,o,o,o,o
76731,be,VB,I-VP,o,o,o,o
76732,confused,VBN,I-VP,o,o,o,o
76733,with,IN,B-PP,o,o,o,o
76734,a,DT,B-NP,o,o,o,o
76735,bachelor's,NNS,I-NP,o,o,o,o
76736,degree,NN,I-NP,o,o,o,o
76737,with,IN,B-PP,o,o,o,o
76738,honours,NNS,B-NP,o,o,o,o
76739,",",",",o,o,o,o,o
76740,which,WDT,B-NP,o,o,o,o
76741,is,VBZ,B-VP,o,o,o,o
76742,an,DT,B-NP,o,o,o,o
76743,academic,JJ,I-NP,o,o,o,o
76744,distinction,NN,I-NP,o,o,o,o
76745,awarded,VBN,B-VP,o,o,o,o
76746,to,TO,B-PP,o,o,o,o
76747,students,NNS,B-NP,o,o,o,o
76748,who,WP,B-NP,o,o,o,o
76749,achieve,VBP,B-VP,o,o,o,o
76750,an,DT,B-NP,o,o,o,o
76751,honours,NNS,I-NP,o,o,o,o
76752,bachelor's,NNS,I-NP,o,o,o,o
76753,degree,NN,I-NP,o,o,o,o
76754,with,IN,B-PP,o,o,o,o
76755,a,DT,B-NP,o,o,o,o
76756,sufficiently,RB,I-NP,o,o,o,o
76757,high,JJ,I-NP,o,o,o,o
76758,overall,JJ,I-NP,o,o,o,o
76759,average,JJ,I-NP,o,o,o,o
76760,and,CC,I-NP,o,o,o,o
76761,who,WP,B-NP,o,o,o,o
76762,",",",",o,o,o,o,o
76763,typically,RB,B-ADVP,o,o,o,o
76764,",",",",o,o,o,o,o
76765,fulfill,VB,B-VP,o,o,o,o
76766,a,DT,B-NP,o,o,o,o
76767,written,VBN,I-NP,o,o,o,o
76768,thesis,NN,I-NP,o,o,o,o
76769,requirement,NN,I-NP,o,o,o,o
76770,during,IN,B-PP,o,o,o,o
76771,an,DT,B-NP,o,o,o,o
76772,postgraduate,JJ,I-NP,o,o,o,o
76773,year,NN,I-NP,o,o,o,o
76774,of,IN,B-PP,o,o,o,o
76775,studies,NNS,B-NP,o,o,o,o
76776,.,.,o,o,o,o,o
76777,,,,,,,
76778,A,DT,B-NP,o,o,o,o
76779,student,NN,I-NP,o,o,o,o
76780,holding,VBG,B-VP,o,o,o,o
76781,an,DT,B-NP,o,o,o,o
76782,BA,NNP,I-NP,o,o,o,o
76783,with,IN,B-PP,o,o,o,o
76784,Honours,NNP,B-NP,o,o,o,o
76785,may,MD,B-VP,o,o,o,o
76786,choose,VB,I-VP,o,o,o,o
76787,to,TO,I-VP,o,o,o,o
76788,complete,VB,I-VP,o,o,o,o
76789,a,DT,B-NP,o,o,o,o
76790,Ph.D.,NNP,I-NP,o,o,o,o
76791,program,NN,I-NP,o,o,o,o
76792,without,IN,B-PP,o,o,o,o
76793,the,DT,B-NP,o,o,o,o
76794,requirement,NN,I-NP,o,o,o,o
76795,to,TO,B-VP,o,o,o,o
76796,first,JJ,I-VP,o,o,o,o
76797,complete,VB,I-VP,o,o,o,o
76798,a,DT,B-NP,o,o,o,o
76799,master's.,VBD,I-NP,o,o,o,o
76800,An,DT,I-NP,o,o,o,o
76801,honours,NNS,I-NP,o,o,o,o
76802,bachelor's,NNS,I-NP,o,o,o,o
76803,degree,NN,I-NP,o,o,o,o
76804,is,VBZ,B-VP,o,o,o,o
76805,generally,RB,B-ADVP,o,o,o,o
76806,a,DT,B-NP,o,o,o,o
76807,prerequisite,NN,I-NP,o,o,o,o
76808,for,IN,B-PP,o,o,o,o
76809,admission,NN,B-NP,o,o,o,o
76810,into,IN,B-PP,o,o,o,o
76811,graduate,NN,B-NP,o,o,o,o
76812,studies,NNS,I-NP,o,o,o,o
76813,in,IN,B-PP,o,o,o,o
76814,Canada,NNP,B-NP,B-GPE,U-GPE,o,o
76815,.,.,o,o,o,o,o
76816,,,,,,,
76817,However,RB,B-ADVP,o,o,o,o
76818,",",",",o,o,o,o,o
76819,in,IN,B-PP,o,o,o,o
76820,the,DT,B-NP,o,o,o,o
76821,province,NN,I-NP,o,o,o,o
76822,of,IN,B-PP,o,o,o,o
76823,Quebec,NNP,B-NP,B-LOC,U-LOC,o,o
76824,",",",",o,o,o,o,o
76825,students,NNS,B-NP,o,o,o,o
76826,have,VBP,B-VP,o,o,o,o
76827,to,TO,I-VP,o,o,o,o
76828,go,VB,I-VP,o,o,o,o
76829,through,IN,B-PP,o,o,o,o
76830,a,DT,B-NP,o,o,o,o
76831,minimum,NN,I-NP,o,o,o,o
76832,of,IN,B-PP,o,o,o,o
76833,two,CD,B-NP,B-PERIOD,B-PERIOD,o,o
76834,years,NNS,I-NP,I-PERIOD,L-PERIOD,o,o
76835,of,IN,B-PP,o,o,o,o
76836,CEGEP,NNP,B-NP,o,o,o,o
76837,(,(,o,o,o,o,o
76838,College,NNP,B-NP,o,o,o,o
76839,of,IN,B-PP,o,o,o,o
76840,General,NNP,B-NP,o,o,o,o
76841,and,CC,I-NP,o,o,o,o
76842,Vocational,NNP,B-NP,o,o,o,o
76843,Education,NNP,I-NP,o,o,o,o
76844,),SYM,I-NP,o,o,o,o
76845,before,IN,B-PP,o,o,o,o
76846,entering,VBG,B-VP,o,o,o,o
76847,",",",",o,o,o,o,o
76848,for,IN,B-PP,o,o,o,o
76849,example,NN,B-NP,o,o,o,o
76850,",",",",o,o,o,o,o
76851,a,DT,B-NP,o,o,o,o
76852,three-year,JJ,I-NP,o,o,o,o
76853,B.Sc.,NNP,I-NP,o,o,o,o
76854,or,CC,I-NP,o,o,o,o
76855,a,DT,B-NP,o,o,o,o
76856,four-year,JJ,I-NP,o,o,o,o
76857,B.Eng.,NNP,I-NP,o,o,o,o
76858,program,NN,I-NP,o,o,o,o
76859,.,.,o,o,o,o,o
76860,,,,,,,
76861,As,IN,B-PP,o,o,o,o
76862,a,DT,B-NP,o,o,o,o
76863,consequence,NN,I-NP,o,o,o,o
76864,",",",",o,o,o,o,o
76865,there,EX,B-NP,o,o,o,o
76866,is,VBZ,B-VP,o,o,o,o
76867,no,DT,B-NP,o,o,o,o
76868,"	",o,o,o,o,o,
76869,honors,NNS,B-NP,o,o,o,o
76870,degree,NN,I-NP,o,o,o,o
76871,"	",o,o,o,o,o,
76872,",",",",o,o,o,o,o
76873,but,CC,I-NP,o,o,o,o
76874,there,EX,B-NP,o,o,o,o
76875,are,VBP,B-VP,o,o,o,o
76876,some,DT,B-NP,o,o,o,o
76877,specializations,NNS,I-NP,o,o,o,o
76878,called,VBN,B-VP,o,o,o,o
76879,"	",o,o,o,o,o,
76880,concentrations,NNS,B-NP,o,o,o,o
76881,"	",o,o,o,o,o,
76882,in,IN,B-PP,o,o,o,o
76883,French,JJ,B-ADJP,o,o,o,o
76884,",",",",o,o,o,o,o
76885,which,WDT,B-NP,o,o,o,o
76886,are,VBP,B-VP,o,o,o,o
76887,mostly,RB,I-VP,o,o,o,o
76888,taken,VBN,I-VP,o,o,o,o
76889,as,IN,B-PP,o,o,o,o
76890,optional,JJ,B-NP,o,o,o,o
76891,courses,NNS,I-NP,o,o,o,o
76892,.,.,o,o,o,o,o
76893,,,,,,,
76894,The,DT,B-NP,o,o,o,o
76895,utility,NN,I-NP,o,o,o,o
76896,of,IN,B-PP,o,o,o,o
76897,CEGEP,NNP,B-NP,o,o,o,o
76898,has,VBZ,B-VP,o,o,o,o
76899,recently,RB,I-VP,o,o,o,o
76900,been,VBN,I-VP,o,o,o,o
76901,a,DT,B-NP,o,o,o,o
76902,subject,NN,I-NP,o,o,o,o
76903,of,IN,B-PP,o,o,o,o
76904,controversy,NN,B-NP,o,o,o,o
76905,.,.,o,o,o,o,o
76906,,,,,,,
76907,[,(,o,o,o,o,o
76908,15,CD,B-NP,o,o,o,o
76909,],),o,o,o,o,o
76910,[,(,o,o,o,o,o
76911,edit,VB,B-VP,o,o,o,o
76912,],),o,o,o,o,o
76913,United,NNP,B-NP,B-GPE,B-GPE,o,o
76914,States,NNPS,I-NP,I-GPE,L-GPE,o,o
76915,,,,,,,
76916,Many,NNP,B-NP,o,o,o,o
76917,United,NNP,I-NP,B-GPE,B-GPE,o,o
76918,States,NNPS,I-NP,I-GPE,L-GPE,o,o
76919,universities,NNS,I-NP,o,o,o,o
76920,and,CC,I-NP,o,o,o,o
76921,colleges,NNS,I-NP,o,o,o,o
76922,award,VBP,B-VP,o,o,o,o
76923,bachelor's,NNS,B-NP,o,o,o,o
76924,degrees,NNS,I-NP,o,o,o,o
76925,with,IN,B-PP,o,o,o,o
76926,Latin,NNP,B-NP,o,o,o,o
76927,honors,NNS,I-NP,o,o,o,o
76928,",",",",o,o,o,o,o
76929,usually,RB,B-ADVP,o,o,o,o
76930,(,(,o,o,o,o,o
76931,in,IN,B-PP,o,o,o,o
76932,ascending,VBG,B-VP,o,o,o,o
76933,order,NN,B-NP,o,o,o,o
76934,),SYM,I-NP,o,o,o,o
76935,cum,NN,B-NP,o,o,o,o
76936,laude,NN,I-NP,o,o,o,o
76937,',POS,B-NP,o,o,o,o
76938,with,IN,B-PP,o,o,o,o
76939,honor,NN,B-NP,o,o,o,o
76940,/,SYM,I-NP,o,o,o,o
76941,praise,NN,I-NP,o,o,o,o
76942,",",",",o,o,o,o,o
76943,',POS,B-NP,o,o,o,o
76944,magna,NN,I-NP,o,o,o,o
76945,cum,NN,I-NP,o,o,o,o
76946,laude,NN,I-NP,o,o,o,o
76947,',POS,B-NP,o,o,o,o
76948,with,IN,B-PP,o,o,o,o
76949,great,JJ,B-NP,o,o,o,o
76950,honor,NN,I-NP,o,o,o,o
76951,/,SYM,I-NP,o,o,o,o
76952,praise,NN,I-NP,o,o,o,o
76953,",'summa",NN,I-NP,o,o,o,o
76954,cum,NN,I-NP,o,o,o,o
76955,laude,NN,I-NP,o,o,o,o
76956,',POS,B-NP,o,o,o,o
76957,with,IN,B-PP,o,o,o,o
76958,highest,JJS,B-NP,o,o,o,o
76959,honor,NN,I-NP,o,o,o,o
76960,/,SYM,I-NP,o,o,o,o
76961,praise,NN,I-NP,o,o,o,o
76962,",",",",o,o,o,o,o
76963,',POS,B-NP,o,o,o,o
76964,and,CC,I-NP,o,o,o,o
76965,the,DT,B-NP,o,o,o,o
76966,occasionally,RB,I-NP,o,o,o,o
76967,seen,VBN,I-NP,o,o,o,o
76968,maxima,NN,I-NP,o,o,o,o
76969,cum,NN,I-NP,o,o,o,o
76970,laude,NN,I-NP,o,o,o,o
76971,',POS,B-NP,o,o,o,o
76972,with,IN,B-PP,o,o,o,o
76973,maximal,JJ,B-NP,o,o,o,o
76974,honor,NN,I-NP,o,o,o,o
76975,/,SYM,I-NP,o,o,o,o
76976,praise.,CD,B-NP,o,o,o,o
76977,',POS,B-NP,o,o,o,o
76978,Degrees,NNP,I-NP,o,o,o,o
76979,without,IN,B-PP,o,o,o,o
76980,honors,NNS,B-NP,o,o,o,o
76981,are,VBP,B-VP,o,o,o,o
76982,awarded,VBN,I-VP,o,o,o,o
76983,rite.,JJ,B-NP,o,o,o,o
76984,[,(,o,o,o,o,o
76985,citation,NN,I-NP,o,o,o,o
76986,needed,VBN,B-VP,o,o,o,o
76987,],),o,o,o,o,o
76988,Requirements,NNS,B-NP,o,o,o,o
76989,for,IN,B-PP,o,o,o,o
76990,such,JJ,B-NP,o,o,o,o
76991,notations,NNS,I-NP,o,o,o,o
76992,of,IN,B-PP,o,o,o,o
76993,honors,NNS,B-NP,o,o,o,o
76994,generally,RB,B-ADVP,o,o,o,o
76995,include,VBP,B-VP,o,o,o,o
76996,minimum,JJ,B-NP,o,o,o,o
76997,grade,NN,I-NP,o,o,o,o
76998,point,NN,I-NP,o,o,o,o
76999,averages,NNS,I-NP,o,o,o,o
77000,(,(,o,o,o,o,o
77001,GPA,NNP,B-NP,o,o,o,o
77002,),SYM,I-NP,o,o,o,o
77003,",",",",o,o,o,o,o
77004,with,IN,B-PP,o,o,o,o
77005,the,DT,B-NP,o,o,o,o
77006,highest,JJS,I-NP,o,o,o,o
77007,average,JJ,I-NP,o,o,o,o
77008,required,VBN,B-VP,o,o,o,o
77009,for,IN,B-PP,o,o,o,o
77010,the,DT,B-NP,o,o,o,o
77011,summa,NN,I-NP,o,o,o,o
77012,distinction,NN,I-NP,o,o,o,o
77013,(,(,o,o,o,o,o
77014,or,CC,I-NP,o,o,o,o
77015,maxima,NN,B-NP,o,o,o,o
77016,",",",",o,o,o,o,o
77017,when,WRB,B-ADVP,o,o,o,o
77018,that,DT,B-NP,o,o,o,o
77019,distinction,NN,I-NP,o,o,o,o
77020,is,VBZ,B-VP,o,o,o,o
77021,present,JJ,B-ADJP,o,o,o,o
77022,),SYM,I-ADJP,o,o,o,o
77023,.,.,o,o,o,o,o
77024,,,,,,,
77025,In,IN,B-PP,o,o,o,o
77026,the,DT,B-NP,o,o,o,o
77027,case,NN,I-NP,o,o,o,o
77028,of,IN,B-PP,o,o,o,o
77029,some,DT,B-NP,o,o,o,o
